 	Label	X	Y	Slice
1	3D_btd-gap-stg_4_z3_t59s_E16.tif:0079-0139-1304:78	421	46	69
2	3D_btd-gap-stg_4_z3_t59s_E16.tif:0079-0139-1304:78	323	34	79
