 	Label	X	Y	Slice
1	3D_btd-HisGap_z3_t51s_E14.tif:0057-0082-1412:56	444	29	47
2	3D_btd-HisGap_z3_t51s_E14.tif:0057-0082-1412:56	361	18	57
