 ,Label,X,Y,Slice
1,3D_btd-gap-stg_3_z3_t53s_E12.tif:0034-0144-1266:33,418,33,24
2,3D_btd-gap-stg_3_z3_t53s_E12.tif:0034-0144-1266:33,304,49,34
