 ,Label,X,Y,Slice
1,3D_btd-HisGap_z3_t51s_E11.tif:0090-0078-1459:89,445,26,80
2,3D_btd-HisGap_z3_t51s_E11.tif:0090-0078-1459:89,388,18,90
