 ,Label,X,Y,Slice
1,3D_btd-gap-stg_3_z3_t53s_E13.tif:0070-0077-1292:69,425,24,60
2,3D_btd-gap-stg_3_z3_t53s_E13.tif:0070-0077-1292:69,313,20,70
