 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E9.tif:0039-0079-1420:38	438	25	29
2	3D_eve-Gap1_t60s_z3_E9.tif:0039-0079-1420:38	345	19	39
