 ,Label,X,Y,Slice
1,3D_btd-HisGap_z3_t51s_E7.tif:0090-0107-1425:89,441,33,80
2,3D_btd-HisGap_z3_t51s_E7.tif:0090-0107-1425:89,372,28,90
