 	Label	X	Y	Slice
1	3D_Gap,stg[2]_green_1_z3_t52_E4.tif:0038-0098-1314:37	437	30	28
2	3D_Gap,stg[2]_green_1_z3_t52_E4.tif:0038-0098-1314:37	313	25	38
