 	Label	X	Y	Slice
1	3D_btd-HisGap_z3_t51s_E4.tif:0065-0121-1356:64	437	41	55
2	3D_btd-HisGap_z3_t51s_E4.tif:0065-0121-1356:64	337	27	65
