 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E4.tif:0109-0088-1446:108	436	28	99
2	3D_eve-Gap_1_t45s_z3_E4.tif:0109-0088-1446:108	361	20	109
