"zygosity","position_cf.count","position_cf.mean","position_cf.sd","position_gb.count","position_gb.mean","position_gb.sd"
"heterozygote",26,67.6384615384615,1.42690628229801,26,9.60384615384615,3.35159433932339
"homozygote",7,73.2285714285714,0.694536501834823,7,17.7714285714286,4.17161610798273
