"experiment","dataset","date","scope","stock","medium","hypoxia","normoxia","position","condition","timestep","frame_experiment_start","frame_experiment_end","frame_hypoxia_start","frame_hypoxia_end","frame_gastrulation","frame_cf_folding_start","frame_gb_extension_start","frame_gb_extension_end","frame_clypeolabrum_start","frame_gb_retraction_start","frame_gb_retraction_end","frame_head_involution_start","frame_head_involution_end","frame_dorsal_closure_start","frame_dorsal_closure_end","frame_gut_partition_start","frame_gut_partition_end","frame_twitching_start","frame_tracheae_start","frame_hatching","time_plucking","bad_embryo","bad_twins","cephalic_furrow","hatched","discard","observations","time_experiment_start","time_experiment_end","time_experiment_total","time_hypoxia_start","time_hypoxia_end","time_hypoxia_total","time_cf_folding_start","time_gb_extension_start","time_gb_extension_end","time_gb_extension_total","time_clypeolabrum_start","time_gb_retraction_start","time_gb_retraction_end","time_gb_retraction_total","time_head_involution_start","time_head_involution_end","time_head_involution_total","time_dorsal_closure_start","time_dorsal_closure_end","time_dorsal_closure_total","time_gut_partition_start","time_gut_partition_end","time_gut_partition_total","time_twitching_start","time_tracheae_start","time_tracheae_to_hatching_total","time_hatching","time_cf_folding_start_norm","time_gb_extension_start_norm","time_gb_extension_end_norm","time_gb_extension_total_norm","time_clypeolabrum_start_norm","time_gb_retraction_start_norm","time_gb_retraction_end_norm","time_gb_retraction_total_norm","time_head_involution_start_norm","time_head_involution_end_norm","time_head_involution_total_norm","time_dorsal_closure_start_norm","time_dorsal_closure_end_norm","time_dorsal_closure_total_norm","time_gut_partition_start_norm","time_gut_partition_end_norm","time_gut_partition_total_norm","time_twitching_start_norm","time_tracheae_start_norm","time_tracheae_to_hatching_total_norm","time_hatching_norm","time_cf_folding_start_pct","time_gb_extension_start_pct","time_gb_extension_end_pct","time_gb_extension_total_pct","time_clypeolabrum_start_pct","time_gb_retraction_start_pct","time_gb_retraction_end_pct","time_gb_retraction_total_pct","time_head_involution_start_pct","time_head_involution_end_pct","time_head_involution_total_pct","time_dorsal_closure_start_pct","time_dorsal_closure_end_pct","time_dorsal_closure_total_pct","time_gut_partition_start_pct","time_gut_partition_end_pct","time_gut_partition_total_pct","time_twitching_start_pct","time_tracheae_start_pct","time_tracheae_to_hatching_total_pct","time_hatching_pct","coord_gb_start_depth","coord_gb_start_width","coord_subject_length","coord_subject_width","coord_gb_start_angle"
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,6,"evil_twins",3,1,445,5,45,27,40,32,80,73,103,163,176,252,NA,NA,219,NA,275,343,398,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.3,21.23,22.58,-1.1,0.9,2,0.65,0.25,2.98,2.73,2.63,4.13,7.13,3,7.78,11.58,3.8,NA,NA,NA,9.93,NA,NA,12.73,16.13,2.75,18.88,0.67,-0.01,0.0499999999999998,0.0600000000000001,-0.0100000000000002,0.44,0.26,-0.18,-0.00999999999999979,0.119999999999999,0.13,NA,NA,NA,0.27,NA,NA,0.440000000000001,0.479999999999999,0.25,0.73,3.44279661016949,1.32415254237288,15.7838983050847,14.4597457627119,13.9300847457627,21.875,37.7648305084746,15.8898305084746,41.2076271186441,61.3347457627119,20.1271186440678,NA,NA,NA,52.5953389830508,NA,NA,67.4258474576271,85.4343220338983,14.5656779661017,100,19.1049731745428,51.7880295048962,473.660215766534,179.546651319372,9.03450890299441
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,8,"evil_twins",3,1,445,5,45,39,47,44,80,83,126,170,208,273,NA,NA,228,NA,281,352,406,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Gastrulation during plucking, but apparently no CF.",-1.9,20.63,22.58,-1.7,0.3,2,0.73,0.25,2.38,2.13,2.53,4.68,6.88,2.2,8.78,12.03,3.25,NA,NA,NA,9.78,NA,NA,12.43,15.98,2.7,18.68,0.75,-0.01,-0.55,-0.54,-0.11,0.99,0.00999999999999979,-0.98,0.989999999999999,0.569999999999999,-0.42,NA,NA,NA,0.119999999999999,NA,NA,0.140000000000001,0.33,0.2,0.530000000000001,3.90792291220557,1.33832976445396,12.7408993576017,11.4025695931478,13.5438972162741,25.0535331905782,36.830835117773,11.7773019271949,47.0021413276231,64.4004282655246,17.3982869379015,NA,NA,NA,52.355460385439,NA,NA,66.541755888651,85.5460385438972,14.4539614561028,100,24.0208242989286,48.0104155366312,474.08121667073,181.069047603394,1.48440557977131
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,9,"evil_twins",3,1,445,5,45,41,46,45,84,75,115,179,191,270,NA,NA,240,NA,279,357,413,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-2,20.53,22.58,-1.8,0.2,2,0.58,0.2,2.48,1.95,2.03,4.03,7.23,3.2,7.83,11.78,3.95,NA,NA,NA,10.28,NA,NA,12.23,16.13,2.8,18.93,0.6,-0.06,-0.45,-0.72,-0.61,0.34,0.36,0.02,0.04,0.319999999999999,0.28,NA,NA,NA,0.619999999999999,NA,NA,-0.0599999999999987,0.479999999999999,0.3,0.780000000000001,3.06391970417327,1.05652403592182,13.1008980454305,10.3011093502377,10.7237189646064,21.2889593238246,38.1933438985737,16.9043845747491,41.3629160063391,62.229265715795,20.8663497094559,NA,NA,NA,54.3053354463814,NA,NA,64.6064447966191,85.2086634970945,14.7913365029054,100,26.5706605111728,55.9464029227975,505.198970703623,186.400107296106,8.26652349345825
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,10,"control",3,1,445,5,45,24,23,29,73,65,90,156,171,243,NA,NA,221,NA,265,336,386,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.15,21.38,22.58,-0.95,1.05,2,-0.05,0.25,2.78,2.53,2.38,3.63,6.93,3.3,7.68,11.28,3.6,NA,NA,NA,10.18,NA,NA,12.38,15.93,2.5,18.43,-0.03,-0.01,-0.15,-0.14,-0.26,-0.0600000000000001,0.0599999999999996,0.12,-0.11,-0.180000000000001,-0.0699999999999998,NA,NA,NA,0.52,NA,NA,0.0900000000000016,0.279999999999999,0,0.280000000000001,-0.271296798697775,1.35648399348888,15.0841020075963,13.7276180141074,12.9137276180141,19.6961475854585,37.6017362995117,17.9055887140532,41.6711882799783,61.2045577862181,19.5333695062398,NA,NA,NA,55.2360282148671,NA,NA,67.1730873575692,86.4351600651112,13.5648399348888,100,7.28010988928052,15.0332963783729,499.400640768512,175.102826933205,18.2405914401112
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,11,"evil_twins",3,1,445,5,45,37,46,43,91,72,120,174,194,264,NA,NA,233,NA,283,354,407,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Apparently no CF, but during plucking time.",-1.8,20.73,22.58,-1.6,0.4,2,0.78,0.3,3.03,2.73,2.08,4.48,7.18,2.7,8.18,11.68,3.5,NA,NA,NA,10.13,NA,NA,12.63,16.18,2.65,18.83,0.8,0.04,0.0999999999999996,0.0600000000000001,-0.56,0.79,0.31,-0.48,0.39,0.219999999999999,-0.17,NA,NA,NA,0.470000000000001,NA,NA,0.340000000000002,0.529999999999999,0.15,0.68,4.14232607541158,1.59320233669676,16.0913436006373,14.4981412639405,11.0462028677642,23.7918215613383,38.1306425916091,14.3388210302708,43.441317047265,62.0286776420606,18.5873605947955,NA,NA,NA,53.797132235794,NA,NA,67.0738183749336,85.926712692512,14.0732873074881,100,18.0277563773199,39.0128184062623,471.533667938992,183.883115048663,7.80220036154851
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,12,"evil_twins",3,1,445,5,45,29,40,35,80,67,113,167,185,249,NA,NA,220,NA,264,337,392,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.4,21.13,22.58,-1.2,0.8,2,0.55,0.3,2.88,2.58,2.23,4.53,7.23,2.7,8.13,11.33,3.2,NA,NA,NA,9.88,NA,NA,12.08,15.73,2.75,18.48,0.57,0.04,-0.0500000000000003,-0.0899999999999999,-0.41,0.84,0.36,-0.48,0.340000000000001,-0.130000000000001,-0.47,NA,NA,NA,0.220000000000001,NA,NA,-0.209999999999999,0.0800000000000001,0.25,0.330000000000002,2.97619047619048,1.62337662337662,15.5844155844156,13.961038961039,12.0670995670996,24.512987012987,39.1233766233766,14.6103896103896,43.9935064935065,61.3095238095238,17.3160173160173,NA,NA,NA,53.4632034632035,NA,NA,65.3679653679654,85.1190476190476,14.8809523809524,100,27.459060435492,46.3249392876019,517.217555773197,183,8.82958985440956
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,13,"control",3,1,445,5,45,16,16,22,77,72,90,151,164,244,NA,NA,205,NA,276,325,377,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.75,21.78,22.58,-0.55,1.45,2,0,0.3,3.38,3.08,3.13,4.03,7.08,3.05,7.73,11.73,4,NA,NA,NA,9.78,NA,NA,13.33,15.78,2.6,18.38,0.02,0.04,0.45,0.41,0.49,0.34,0.21,-0.13,-0.0599999999999996,0.27,0.33,NA,NA,NA,0.119999999999999,NA,NA,1.04,0.129999999999999,0.1,0.23,0,1.63220892274211,18.3895538628945,16.7573449401523,17.0293797606094,21.9260065288357,38.5201305767138,16.5941240478781,42.0565832426551,63.8193688792165,21.7627856365615,NA,NA,NA,53.2100108813928,NA,NA,72.5244831338411,85.854189336235,14.145810663765,100,21.3775583264319,47.8016736108685,495.049492475247,173.833253435584,5.56891220161339
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,14,"evil_twins",3,1,445,5,45,13,13,18,67,81,103,164,171,272,NA,NA,212,NA,274,338,401,20,FALSE,FALSE,TRUE,TRUE,FALSE,"Hatching frame is not clear because embryo moved.",-0.6,21.93,22.58,-0.4,1.6,2,0,0.25,3.03,2.78,3.73,4.83,7.88,3.05,8.23,13.28,5.05,NA,NA,NA,10.28,NA,NA,13.38,16.58,3.15,19.73,0.02,-0.01,0.0999999999999996,0.11,1.09,1.14,1.01,-0.13,0.44,1.82,1.38,NA,NA,NA,0.619999999999999,NA,NA,1.09,0.929999999999998,0.65,1.58,0,1.26710593005575,15.3573238722757,14.09021794222,18.9052204764318,24.4804865686771,39.9391789153573,15.4586923466802,41.7131272174354,67.3086670045616,25.5955397871262,NA,NA,NA,52.1033958438925,NA,NA,67.8155093765839,84.0344652812975,15.9655347187025,100,10.1980390271856,22.0907220343745,495.445254291531,175.071414000116,8.88065915052019
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,15,"evil_twins",3,1,445,5,45,29,43,36,88,69,101,171,185,256,NA,NA,226,NA,261,344,434,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.4,21.13,22.58,-1.2,0.8,2,0.7,0.35,3.28,2.93,2.33,3.93,7.43,3.5,8.13,11.68,3.55,NA,NA,NA,10.18,NA,NA,11.93,16.08,4.5,20.58,0.72,0.09,0.35,0.26,-0.31,0.24,0.56,0.32,0.340000000000001,0.219999999999999,-0.12,NA,NA,NA,0.52,NA,NA,-0.359999999999999,0.429999999999998,2,2.43,3.40136054421769,1.70068027210884,15.9378036929057,14.2371234207969,11.3216715257532,19.0962099125364,36.1030126336249,17.0068027210884,39.5043731778426,56.754130223518,17.2497570456754,NA,NA,NA,49.4655004859087,NA,NA,57.9689018464529,78.134110787172,21.865889212828,100,23.3452350598575,46.3896540189728,510.248958842642,175.92327873252,1.64042344697189
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,17,"control",3,1,445,5,45,33,33,38,79,65,80,159,173,245,NA,NA,210,NA,260,331,383,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.6,20.93,22.58,-1.4,0.6,2,0,0.25,2.63,2.38,1.93,2.68,6.63,3.95,7.33,10.93,3.6,NA,NA,NA,9.18,NA,NA,11.68,15.23,2.6,17.83,0.02,-0.01,-0.3,-0.29,-0.71,-1.01,-0.24,0.77,-0.46,-0.530000000000001,-0.0699999999999998,NA,NA,NA,-0.48,NA,NA,-0.609999999999999,-0.42,0.1,-0.32,0,1.40213123948402,14.7504206393718,13.3482893998878,10.8244531688166,15.0308468872687,37.1845204711161,22.1536735838475,41.1104879416713,61.3011777902412,20.1906898485698,NA,NA,NA,51.4862591138531,NA,NA,65.5075715086932,85.4178351093663,14.5821648906338,100,17.7200451466693,50.5667875190821,508.566613139321,181.002762409859,19.0944163197704
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,19,"control",3,1,445,5,45,31,31,36,84,68,86,165,174,249,NA,NA,216,NA,258,337,386,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.5,21.03,22.58,-1.3,0.7,2,0,0.25,2.98,2.73,2.18,3.08,7.03,3.95,7.48,11.23,3.75,NA,NA,NA,9.58,NA,NA,11.68,15.63,2.45,18.08,0.02,-0.01,0.0499999999999998,0.0600000000000001,-0.46,-0.61,0.16,0.77,-0.31,-0.23,0.0800000000000001,NA,NA,NA,-0.0800000000000001,NA,NA,-0.609999999999999,-0.0199999999999996,-0.0499999999999998,-0.0700000000000003,0,1.38274336283186,16.4823008849558,15.0995575221239,12.0575221238938,17.0353982300885,38.8827433628319,21.8473451327434,41.3716814159292,62.1128318584071,20.7411504424779,NA,NA,NA,52.9867256637168,NA,NA,64.6017699115044,86.4491150442478,13.5508849557522,100,31.7647603485372,53.2353266168247,507.567729470659,183,30.8887932101338
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,21,"control",3,1,445,5,45,17,16,22,68,63,95,144,169,239,NA,NA,200,NA,257,323,373,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.8,21.73,22.58,-0.6,1.4,2,-0.05,0.25,2.88,2.63,2.63,4.23,6.68,2.45,7.93,11.43,3.5,NA,NA,NA,9.48,NA,NA,12.33,15.63,2.5,18.13,-0.03,-0.01,-0.0500000000000003,-0.04,-0.0100000000000002,0.54,-0.19,-0.73,0.14,-0.0300000000000011,-0.17,NA,NA,NA,-0.18,NA,NA,0.0400000000000009,-0.0199999999999996,0,-0.0199999999999996,-0.275785990071704,1.37892995035852,15.8852730281302,14.5063430777716,14.5063430777716,23.3314947600662,36.8450082735797,13.5135135135135,43.7396580253723,63.0446773303916,19.3050193050193,NA,NA,NA,52.2890237175951,NA,NA,68.0088251516823,86.2107004964148,13.7892995035852,100,25.0199920063936,47,505.048512521322,173.046236595888,3.08475810717425
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,22,"evil_twins",3,1,445,5,45,20,30,25,74,59,91,163,178,252,NA,NA,213,NA,280,334,379,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.95,21.58,22.58,-0.75,1.25,2,0.5,0.25,3.03,2.78,2.28,3.88,7.48,3.6,8.23,11.93,3.7,NA,NA,NA,9.98,NA,NA,13.33,16.03,2.25,18.28,0.52,-0.01,0.0999999999999996,0.11,-0.36,0.19,0.61,0.42,0.44,0.469999999999999,0.0300000000000002,NA,NA,NA,0.32,NA,NA,1.04,0.380000000000001,-0.25,0.130000000000003,2.73522975929978,1.36761487964989,16.5754923413567,15.2078774617068,12.472647702407,21.2253829321663,40.9190371991247,19.6936542669584,45.0218818380744,65.2625820568928,20.2407002188184,NA,NA,NA,54.5951859956236,NA,NA,72.9212253829322,87.691466083151,12.308533916849,100,19.313207915828,43.8292140016223,468.778199151795,173.141560579775,17.9486398326983
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,23,"control",3,1,445,5,45,15,15,21,73,79,100,150,188,253,NA,NA,205,NA,251,325,373,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.7,21.83,22.58,-0.5,1.5,2,0,0.3,3.23,2.93,3.53,4.58,7.08,2.5,8.98,12.23,3.25,NA,NA,NA,9.83,NA,NA,12.13,15.83,2.4,18.23,0.02,0.04,0.3,0.26,0.89,0.89,0.21,-0.68,1.19,0.77,-0.42,NA,NA,NA,0.17,NA,NA,-0.159999999999998,0.18,-0.1,0.0800000000000018,0,1.64563905650027,17.7180471749863,16.072408118486,19.3636862314866,25.1234229292375,38.8370817334065,13.713658804169,49.2594624245749,67.0872188699945,17.8277564454196,NA,NA,NA,53.9221064179923,NA,NA,66.5386725178278,86.8348875479978,13.1651124520022,100,18,32.0156211871642,498.046182597558,179.805450417945,6.34019174590985
"2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif","2024-07-25","L2","RGap","H200",10,20.5,25,"evil_twins",3,1,445,5,45,30,42,37,86,64,98,167,181,259,NA,NA,217,NA,278,342,397,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.45,21.08,22.58,-1.25,0.75,2,0.6,0.35,3.13,2.78,2.03,3.73,7.18,3.45,7.88,11.78,3.9,NA,NA,NA,9.68,NA,NA,12.73,15.93,2.75,18.68,0.62,0.09,0.2,0.11,-0.61,0.04,0.31,0.27,0.0899999999999999,0.319999999999999,0.23,NA,NA,NA,0.0199999999999996,NA,NA,0.440000000000001,0.279999999999999,0.25,0.530000000000001,3.21199143468951,1.87366167023555,16.7558886509636,14.882226980728,10.8672376873662,19.9678800856531,38.4368308351178,18.4689507494647,42.1841541755889,63.0620985010707,20.8779443254818,NA,NA,NA,51.8201284796574,NA,NA,68.1477516059957,85.2783725910064,14.7216274089936,100,17.1172427686237,47.3814309619285,497.03118614429,183.002732220041,3.01845082130571
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,1,"control",3,1,524,-1,45,27,26,32,89,81,122,171,182,264,NA,NA,225,NA,289,348,416,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.3,25.18,26.53,-1.4,0.9,2.3,-0.05,0.25,3.43,3.18,3.03,5.08,7.53,2.45,8.08,12.18,4.1,NA,NA,NA,10.23,NA,NA,13.43,16.38,3.4,19.78,-0.03,0.05,0.16,0.11,-0.26,0.49,0.31,-0.17,0.29,0.16,-0.12,NA,NA,NA,0.0999999999999996,NA,NA,0.73,0.169999999999998,0.59,0.760000000000002,-0.252780586450961,1.2639029322548,17.3407482305359,16.0768452982811,15.3185035389282,25.6825075834176,38.0687563195147,12.3862487360971,40.8493427704752,61.577350859454,20.7280080889788,NA,NA,NA,51.7189079878665,NA,NA,67.896865520728,82.8109201213347,17.1890798786653,100,14.3178210632764,29.9666481275434,490.070403105513,187.267188797184,17.3632798759382
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos2_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,2,"evil_twins",3,1,524,-1,45,14,21,19,73,77,105,168,177,271,NA,NA,220,NA,265,348,414,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-0.65,25.83,26.53,-0.75,1.55,2.3,0.35,0.25,3.28,3.03,3.48,4.88,8.03,3.15,8.48,13.18,4.7,NA,NA,NA,10.63,NA,NA,12.88,17.03,3.3,20.33,0.37,0.05,0.00999999999999979,-0.04,0.19,0.29,0.81,0.53,0.69,1.16,0.48,NA,NA,NA,0.5,NA,NA,0.180000000000001,0.82,0.49,1.31,1.72159370388588,1.22970978848992,16.1337924249877,14.9040826364978,17.1175602557796,24.0039350713232,39.4982784062961,15.4943433349729,41.711756025578,64.8303000491884,23.1185440236104,NA,NA,NA,52.2872602065913,NA,NA,63.3546483030005,83.7678307919331,16.2321692080669,100,24.0208242989286,43.1045241245046,477.514397688698,178.101094887145,6.95029685692618
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos4_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,4,"evil_twins",3,1,524,-1,45,32,46,38,114,99,146,183,202,281,NA,NA,239,NA,293,365,446,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Folding during plucking.",-1.55,24.93,26.53,-1.65,0.65,2.3,1.03,0.3,4.43,4.13,3.68,6.03,7.88,1.85,8.83,12.78,3.95,NA,NA,NA,10.68,NA,NA,13.38,16.98,4.05,21.03,1.05,0.1,1.16,1.06,0.39,1.44,0.66,-0.77,1.04,0.76,-0.27,NA,NA,NA,0.549999999999999,NA,NA,0.680000000000001,0.77,1.24,2.01,4.89776509747979,1.4265335235378,21.0651450309082,19.6386115073704,17.4988112220637,28.6733238231098,37.470280551593,8.79695672848312,41.9876367094627,60.7703281027104,18.7826913932477,NA,NA,NA,50.7845934379458,NA,NA,63.623395149786,80.7417974322397,19.2582025677603,100,17.0293863659264,40.2616442783948,479.551874149189,170.188131196038,0.617417760574604
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,5,"evil_twins",3,1,524,-1,45,5,6,10,85,94,109,166,183,263,NA,NA,218,NA,283,341,415,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-0.2,26.28,26.53,-0.3,2,2.3,0.05,0.25,4.33,4.08,4.78,5.53,8.38,2.85,9.23,13.23,4,NA,NA,NA,10.98,NA,NA,14.23,17.13,3.7,20.83,0.07,0.05,1.06,1.01,1.49,0.94,1.16,0.23,1.44,1.21,-0.22,NA,NA,NA,0.85,NA,NA,1.53,0.919999999999998,0.89,1.81,0.240038406144983,1.20019203072492,20.7873259721555,19.5871339414306,22.9476716274604,26.5482477196351,40.2304368698992,13.682189150264,44.3110897743639,63.5141622659626,19.2030724915987,NA,NA,NA,52.7124339894383,NA,NA,68.3149303888622,82.2371579452712,17.7628420547288,100,16.1554944214035,19.723082923316,477.026204730935,176.045448677323,21.2008467906242
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,6,"evil_twins",3,1,524,-1,45,25,38,28,96,93,113,191,187,272,NA,NA,233,NA,274,358,423,20,FALSE,FALSE,FALSE,TRUE,FALSE,"",-1.2,25.28,26.53,-1.3,1,2.3,0.65,0.15,3.88,3.73,3.73,4.73,8.63,3.9,8.43,12.68,4.25,NA,NA,NA,10.73,NA,NA,12.78,16.98,3.25,20.23,0.67,-0.05,0.61,0.66,0.44,0.140000000000001,1.41,1.28,0.64,0.66,0.0300000000000002,NA,NA,NA,0.6,NA,NA,0.0800000000000001,0.77,0.44,1.21,3.21304992585269,0.74147305981216,19.1794364804745,18.4379634206624,18.4379634206624,23.3811171527435,42.6594167078596,19.2782995551162,41.6707859614434,62.6791893227879,21.0084033613445,NA,NA,NA,53.0400395452299,NA,NA,63.173504695996,83.9347503707365,16.0652496292635,100,21.540659228538,45.8802789878178,502.244960153907,175.931804969994,15.284846065077
"2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck","CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos7_RGB.tif","2024-07-29","L2","RGap","H200",10,20.5,7,"control",3,1,524,-1,45,23,21,27,81,74,104,154,160,250,NA,NA,214,NA,263,334,393,20,FALSE,FALSE,TRUE,TRUE,FALSE,"",-1.1,25.38,26.53,-1.2,1.1,2.3,-0.1,0.2,3.23,3.03,2.88,4.38,6.88,2.5,7.18,11.68,4.5,NA,NA,NA,9.88,NA,NA,12.33,15.88,2.95,18.83,-0.08,0,-0.04,-0.04,-0.41,-0.21,-0.34,-0.12,-0.61,-0.34,0.28,NA,NA,NA,-0.25,NA,NA,-0.369999999999999,-0.33,0.14,-0.190000000000001,-0.531067445565587,1.06213489113117,17.1534784917685,16.0913436006373,15.2947424322889,23.2607541157727,36.5374402549124,13.2766861391397,38.1306425916091,62.0286776420606,23.8980350504514,NA,NA,NA,52.46946362188,NA,NA,65.4806160382369,84.3335103558152,15.6664896441848,100,18.4390889145858,54.744862772684,490.102030193714,176.920886274063,11.3596683812441
