experiment,dataset,date,scope,stock,medium,hypoxia,normoxia,position,condition,timestep,frame_experiment_start,frame_experiment_end,frame_hypoxia_start,frame_hypoxia_end,frame_gastrulation,frame_cf_folding_start,frame_gb_extension_start,frame_gb_extension_end,frame_clypeolabrum_start,frame_gb_retraction_start,frame_gb_retraction_end,frame_head_involution_start,frame_head_involution_end,frame_dorsal_closure_start,frame_dorsal_closure_end,frame_gut_partition_start,frame_gut_partition_end,frame_twitching_start,frame_tracheae_start,frame_hatching,time_plucking,bad_embryo,bad_twins,cephalic_furrow,hatched,discard,observations
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,11,evil_twins,3,1,445,5,45,37,46,43,91,72,120,174,194,264,,,233,,283,354,407,20,FALSE,FALSE,FALSE,TRUE,FALSE,"Apparently no CF, but during plucking time."
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,12,evil_twins,3,1,445,5,45,29,40,35,80,67,113,167,185,249,,,220,,264,337,392,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,13,control,3,1,445,5,45,16,16,22,77,72,90,151,164,244,,,205,,276,325,377,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,14,evil_twins,3,1,445,5,45,13,13,18,67,81,103,164,171,272,,,212,,274,338,401,20,FALSE,FALSE,TRUE,TRUE,FALSE,Hatching frame is not clear because embryo moved.
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,15,evil_twins,3,1,445,5,45,29,43,36,88,69,101,171,185,256,,,226,,261,344,434,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos16_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,16,evil_twins,3,1,445,5,45,29,41,34,85,78,104,170,179,259,,,226,,274,345,394,20,FALSE,TRUE,FALSE,TRUE,FALSE,"Left side twin is unfertilized (CF was inhibited, though)."
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,17,control,3,1,445,5,45,33,33,38,79,65,80,159,173,245,,,210,,260,331,383,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos18_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,18,evil_twins,3,1,445,5,45,28,37,33,81,64,101,163,179,255,,,221,,279,343,396,20,FALSE,TRUE,FALSE,TRUE,FALSE,"Right side twin is unfertilized (CF was inhibited, though)."
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,19,control,3,1,445,5,45,31,31,36,84,68,86,165,174,249,,,216,,258,337,386,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos20_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,20,evil_twins,3,1,445,5,45,46,54,51,,,,,,,,,,,,,,20,TRUE,FALSE,,FALSE,FALSE,Bad embryo. Gastrulation was during plucking.
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,21,control,3,1,445,5,45,17,16,22,68,63,95,144,169,239,,,200,,257,323,373,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,22,evil_twins,3,1,445,5,45,20,30,25,74,59,91,163,178,252,,,213,,280,334,379,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,23,control,3,1,445,5,45,15,15,21,73,79,100,150,188,253,,,205,,251,325,373,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos24_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,24,evil_twins,3,1,445,5,45,35,45,41,82,79,105,168,187,273,,,223,,267,347,395,20,FALSE,TRUE,FALSE,TRUE,FALSE,"Apparently no CF, but it was during plucking time and the left twin is unfertilized."
2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-25_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif,2024-07-25,L2,RGap,H200,10,20.5,25,evil_twins,3,1,445,5,45,30,42,37,86,64,98,167,181,259,,,217,,278,342,397,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,1,control,3,1,524,-1,45,27,26,32,89,81,122,171,182,264,,,225,,289,348,416,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos2_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,2,evil_twins,3,1,524,-1,45,14,21,19,73,77,105,168,177,271,,,220,,265,348,414,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos3_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,3,evil_twins,3,1,524,-1,45,6,7,13,83,85,111,167,181,266,,,231,,270,351,,20,FALSE,FALSE,TRUE,FALSE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos4_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,4,evil_twins,3,1,524,-1,45,32,46,38,114,99,146,183,202,281,,,239,,293,365,446,20,FALSE,FALSE,FALSE,TRUE,FALSE,Folding during plucking.
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,5,evil_twins,3,1,524,-1,45,5,6,10,85,94,109,166,183,263,,,218,,283,341,415,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,6,evil_twins,3,1,524,-1,45,25,38,28,96,93,113,191,187,272,,,233,,274,358,423,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos7_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,7,control,3,1,524,-1,45,23,21,27,81,74,104,154,160,250,,,214,,263,334,393,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,8,evil_twins,3,1,524,-1,45,26,39,30,107,96,119,174,190,263,,,232,,283,352,432,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,9,control,3,1,524,-1,45,20,21,24,88,83,108,162,176,258,,,223,,273,348,395,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,10,evil_twins,3,1,524,-1,45,22,35,26,82,92,103,210,182,262,,,229,,270,354,418,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,11,evil_twins,3,1,524,-1,45,36,46,40,116,101,141,187,193,287,,,243,,284,364,436,20,FALSE,FALSE,FALSE,TRUE,FALSE,Folding during plucking.
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,12,evil_twins,3,1,524,-1,45,33,45,39,116,93,137,185,194,279,,,242,,287,371,486,20,FALSE,FALSE,FALSE,TRUE,FALSE,Folding during plucking.
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,13,control,3,1,524,-1,45,20,19,24,81,89,110,161,172,253,,,219,,267,340,397,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,14,evil_twins,3,1,524,-1,45,27,45,32,76,74,125,175,184,263,,,231,,288,355,411,20,FALSE,FALSE,FALSE,TRUE,FALSE,Folding during plucking.
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,15,evil_twins,3,1,524,-1,45,20,30,24,87,80,114,177,169,260,,,227,,270,347,402,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos16_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,16,evil_twins,3,1,524,-1,45,30,45,34,105,80,125,180,190,279,,,231,,281,360,421,20,FALSE,FALSE,FALSE,TRUE,FALSE,Folding during plucking.
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,17,control,3,1,524,-1,45,24,25,28,77,84,113,159,169,250,,,218,,257,338,398,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos18_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,18,evil_twins,3,1,524,-1,45,19,29,24,75,83,117,165,179,259,,,230,,281,345,432,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,19,control,3,1,524,-1,45,15,15,19,81,81,94,153,161,258,,,213,,272,337,388,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos20_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,20,evil_twins,3,1,524,-1,45,20,33,25,80,71,117,169,184,262,,,231,,285,352,418,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,21,evil_twins,3,1,524,-1,45,22,33,26,78,88,112,172,178,264,,,227,,285,348,406,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,22,evil_twins,3,1,524,-1,45,10,15,16,85,86,126,164,182,267,,,226,,280,354,,20,FALSE,FALSE,FALSE,FALSE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,23,evil_twins,3,1,524,-1,45,25,38,28,78,82,107,176,181,277,,,228,,283,349,430,20,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos24_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,24,evil_twins,3,1,524,-1,45,1,2,7,64,76,82,154,172,266,,,214,,269,338,425,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-07-29_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif,2024-07-29,L2,RGap,H200,10,20.5,25,control,3,1,524,-1,45,28,27,31,71,80,103,161,182,260,,,217,,268,335,386,20,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,1,evil_twins,3,1,491,-2,47,15,23,20,,,,174,,,,,,,,,378,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos2_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,2,control,3,1,491,-2,47,-2,-2,2,,,,138,,,,,,,,,362,15,FALSE,FALSE,TRUE,TRUE,FALSE,Gastrulation frame was estimated.
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos3_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,3,evil_twins,3,1,491,-2,47,16,27,21,,,,167,,,,,,,,,386,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos4_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,4,control,3,1,491,-2,47,22,21,28,,,,151,,,,,,,,,381,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos5_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,5,evil_twins,3,1,491,-2,47,25,37,30,,,,174,,,,,,,,,397,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos6_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,6,evil_twins,3,1,491,-2,47,26,41,31,,,,176,,,,,,,,,441,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos7_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,7,evil_twins,3,1,491,-2,47,15,22,20,,,,163,,,,,,,,,388,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos8_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,8,control,3,1,491,-2,47,11,11,17,,,,154,,,,,,,,,377,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos9_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,9,evil_twins,3,1,491,-2,47,14,20,20,,,,160,,,,,,,,,389,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos10_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,10,evil_twins,3,1,491,-2,47,18,25,22,,,,163,,,,,,,,,381,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos11_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,11,evil_twins,3,1,491,-2,47,21,36,26,,,,166,,,,,,,,,395,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos12_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,12,control,3,1,491,-2,47,13,12,17,,,,150,,,,,,,,,367,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos13_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,13,evil_twins,3,1,491,-2,47,,,,,,,,,,,,,,,,,15,TRUE,FALSE,,FALSE,FALSE,Bad embryo.
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos14_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,14,control,3,1,491,-2,47,11,10,15,,,,152,,,,,,,,,370,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos15_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,15,evil_twins,3,1,491,-2,47,17,29,23,,,,164,,,,,,,,,431,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos16_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,16,evil_twins,3,1,491,-2,47,16,27,21,,,,166,,,,,,,,,427,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos17_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,17,evil_twins,3,1,491,-2,47,20,38,26,,,,166,,,,,,,,,382,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos18_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,18,control,3,1,491,-2,47,12,13,17,,,,150,,,,,,,,,377,15,FALSE,FALSE,TRUE,TRUE,FALSE,Embryo tilted.
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos19_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,19,evil_twins,3,1,491,-2,47,20,31,26,,,,166,,,,,,,,,446,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos20_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,20,evil_twins,3,1,491,-2,47,-20,-20,,,,,147,,,,,,,,,368,15,FALSE,FALSE,TRUE,TRUE,FALSE,Gastrulation frame was estimated.
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos21_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,21,evil_twins,3,1,491,-2,47,12,28,19,,,,167,,,,,,,,,381,15,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos22_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,22,control,3,1,491,-2,47,13,13,19,,,,149,,,,,,,,,377,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos23_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,23,evil_twins,3,1,491,-2,47,-1,-1,7,,,,160,,,,,,,,,469,15,FALSE,FALSE,TRUE,TRUE,FALSE,Gastrulation frame was estimated.
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos24_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,24,control,3,1,491,-2,47,21,22,27,,,,160,,,,,,,,,391,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-01_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos25_RGB.tif,2024-08-01,L2,RGap,H200,10,20.5,25,evil_twins,3,1,491,-2,47,1,1,6,,,,150,,,,,,,,,384,15,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos1_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,1,control,3,1,515,3,55,30,29,35,,,,179,,,,,,,,,419,16,FALSE,FALSE,TRUE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos2_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,2,evil_twins,3,1,515,3,55,32,50,38,,,,196,,,,,,,,,439,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos3_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,3,evil_twins,3,1,515,3,55,27,39,34,,,,200,,,,,,,,,444,16,FALSE,FALSE,FALSE,TRUE,FALSE,
2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck,CROP_2024-08-05_L2_RGap_H200_10pct_oxygen_t3min_evil_twins_pluck_1_2_Pos4_RGB.tif,2024-08-05,L2,RGap,H200,10,20.6,4,control,3,1,515,3,55,28,27,33,,,,176,,,,,,,,,451,16,FALSE,FALSE,TRUE,TRUE,FALSE,Hatching frame is not clear because embryo moved.
